URL,language,page type,intended indexability,GSC reason,HTTP status,robots/noindex,declared canonical,Google-selected canonical when available,sitemap inclusion,internal links,evidence/root cause,correction,verification,submission status,remaining action
https://emitronix.ae/warehouse/warehouse-dewa-approvals,English,Warehouse resource,Index,Crawled - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-dewa-approvals,Not available in aggregate report,Yes,12,Aggregate report is stale; live URL Inspection now reports the canonical content URL as indexed.,No code change required after direct inspection.,"URL Inspection reported indexed on 2026-09-07; crawl allowed, fetch successful, indexing allowed and Google-selected canonical matched.",Not submitted individually,Wait for aggregate report refresh.
https://emitronix.ae/warehouse/warehouse-dm-approvals,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-dm-approvals,Not available in aggregate report,Yes,11,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 11 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-engineering,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-engineering,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-epc-contractor,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-epc-contractor,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-expansion,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-expansion,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-extension,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-extension,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-fire-alarm,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-fire-alarm,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-fire-fighting,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-fire-fighting,Not available in aggregate report,Yes,11,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 11 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-fit-out,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-fit-out,Not available in aggregate report,Yes,11,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 11 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-flooring,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-flooring,Not available in aggregate report,Yes,11,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 11 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-foundations,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-foundations,Not available in aggregate report,Yes,6,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-infrastructure,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-infrastructure,Not available in aggregate report,Yes,6,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-landscaping,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-landscaping,Not available in aggregate report,Yes,4,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 4 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-loading-dock-construction,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-loading-dock-construction,Not available in aggregate report,Yes,6,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-maintenance,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-maintenance,Not available in aggregate report,Yes,6,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-mep,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-mep,Not available in aggregate report,Yes,11,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 11 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-office-construction,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-office-construction,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-parking-construction,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-parking-construction,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-planning,English,Warehouse resource,Index,Crawled - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-planning,Not available in aggregate report,Yes,6,Aggregate report is stale; live URL Inspection now reports the canonical content URL as indexed.,No code change required after direct inspection.,"URL Inspection reported indexed on 2026-09-07; crawl allowed, fetch successful, indexing allowed and Google-selected canonical matched.",Not submitted individually,Wait for aggregate report refresh.
https://emitronix.ae/warehouse/warehouse-project-management,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-project-management,Not available in aggregate report,Yes,11,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 11 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-renovation,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-renovation,Not available in aggregate report,Yes,11,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 11 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-road-works,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-road-works,Not available in aggregate report,Yes,5,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 5 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-roofing,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-roofing,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
https://emitronix.ae/warehouse/warehouse-safety-standards,English,Warehouse resource,Index,Crawled - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-safety-standards,Not available in aggregate report,Yes,6,Aggregate report is stale; live URL Inspection now reports the canonical content URL as indexed.,No code change required after direct inspection.,"URL Inspection reported indexed on 2026-09-07; crawl allowed, fetch successful, indexing allowed and Google-selected canonical matched.",Not submitted individually,Wait for aggregate report refresh.
https://emitronix.ae/warehouse/warehouse-structural-steel,English,Warehouse resource,Index,Crawled - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-structural-steel,Not available in aggregate report,Yes,6,Aggregate report is stale; live URL Inspection now reports the canonical content URL as indexed.,No code change required after direct inspection.,"URL Inspection reported indexed on 2026-09-07; crawl allowed, fetch successful, indexing allowed and Google-selected canonical matched.",Not submitted individually,Wait for aggregate report refresh.
https://emitronix.ae/warehouse/warehouse-turnkey-contractor,English,Warehouse resource,Index,Discovered - currently not indexed,200,"index, follow",https://emitronix.ae/warehouse/warehouse-turnkey-contractor,Not available in aggregate report,Yes,6,"Canonical URL is in the sitemap and linked from its hub, but Google had not crawled it when the report was generated.",No blanket submission or artificial freshness; prioritize differentiation and crawl demand at cluster level.,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Recheck after sitemap processing; consolidate overlapping warehouse pages only after business approval.
https://emitronix.ae/warehouse/warehouse-utility-services,English,Warehouse resource,Index,,200,"index, follow",https://emitronix.ae/warehouse/warehouse-utility-services,Not available in aggregate report,Yes,6,Canonical sitemap URL,No correction required,HTTP 200; self canonical; 6 internal source page(s),Not submitted individually,Monitor normal crawling and indexing
